Import_ID,HS_Code,Product_Description,Country_of_Origin,Quantity_tonnes,Value_EUR,CO2_Embedded_tCO2,Transport_Mode,Customs_Regime,Sector,CBAM_Subject
462,2804.10,Hydrogen product (2804.10),Saudi Arabia,523.69,302105.68,8.58,Sea,Inward processing,Hydrogen,Yes
463,2523.90,Cement product (2523.90),Saudi Arabia,1549.21,364169.51,60.33,Rail,Inward processing,Cement,Yes
464,3102.30,Fertiliser product (3102.30),China,913.04,277046.28,6.91,Rail,Temporary admission,Fertiliser,Yes
465,7601.10,Aluminium product (7601.10),Turkey,347.82,169685.05,5.84,Rail,Inward processing,Aluminium,Yes
466,3102.60,Fertiliser product (3102.60),China,1659.48,713704.0,22.74,Air,Transit,Fertiliser,Yes
467,3102.30,Fertiliser product (3102.30),Russia,1238.12,754516.76,13.43,Sea,Transit,Fertiliser,Yes
468,3102.60,Fertiliser product (3102.60),Saudi Arabia,343.56,59723.24,10.57,Road,Transit,Fertiliser,Yes
469,7214.91,Steel product (7214.91),USA,1330.97,610263.15,45.98,Road,Free circulation,Steel,Yes
470,2804.10,Hydrogen product (2804.10),USA,1613.28,855813.32,57.09,Rail,Inward processing,Hydrogen,Yes
471,2804.10,Hydrogen product (2804.10),Turkey,419.62,93469.41,6.06,Rail,Transit,Hydrogen,Yes
472,3102.30,Fertiliser product (3102.30),South Africa,123.6,61214.16,4.67,Sea,Free circulation,Fertiliser,Yes
473,2716.00,Electricity product (2716.00),Brazil,88.29,20251.2,1.84,Rail,Free circulation,Electricity,Yes
474,2804.10,Hydrogen product (2804.10),USA,1868.41,664222.5,42.51,Rail,Temporary admission,Hydrogen,Yes
475,2523.90,Cement product (2523.90),USA,92.73,22850.81,3.67,Air,Transit,Cement,Yes
476,7214.91,Steel product (7214.91),India,1930.59,295787.6,73.97,Sea,Transit,Steel,Yes
477,2523.29,Cement product (2523.29),Russia,1281.85,915429.19,26.81,Rail,Free circulation,Cement,Yes
478,3102.10,Fertiliser product (3102.10),USA,1036.04,484608.0,29.36,Sea,Free circulation,Fertiliser,Yes
479,2523.90,Cement product (2523.90),Russia,287.91,48795.8,4.54,Rail,Transit,Cement,Yes
480,7606.12,Aluminium product (7606.12),USA,1412.31,397148.27,40.35,Road,Temporary admission,Aluminium,Yes
481,2804.10,Hydrogen product (2804.10),USA,1940.12,409434.13,55.37,Road,Temporary admission,Hydrogen,Yes
482,7606.12,Aluminium product (7606.12),Russia,893.06,637906.03,10.0,Sea,Free circulation,Aluminium,Yes
483,7601.10,Aluminium product (7601.10),China,1388.33,964576.89,52.84,Air,Temporary admission,Aluminium,Yes
484,7601.10,Aluminium product (7601.10),India,1369.66,648073.25,36.47,Sea,Temporary admission,Aluminium,Yes
485,7601.20,Aluminium product (7601.20),South Africa,1739.12,905901.23,10.55,Road,Inward processing,Aluminium,Yes
486,2804.10,Hydrogen product (2804.10),Saudi Arabia,1862.59,1114187.16,53.42,Rail,Free circulation,Hydrogen,Yes
487,7606.12,Aluminium product (7606.12),Russia,439.19,253972.84,8.25,Rail,Transit,Aluminium,Yes
488,2523.21,Cement product (2523.21),China,1305.95,286375.86,36.6,Sea,Temporary admission,Cement,Yes
489,7606.12,Aluminium product (7606.12),Ukraine,1998.83,362463.49,78.36,Road,Temporary admission,Aluminium,Yes
490,2716.00,Electricity product (2716.00),Egypt,819.75,586932.59,26.55,Road,Inward processing,Electricity,Yes
491,2716.00,Electricity product (2716.00),Ukraine,1138.36,717157.68,40.69,Rail,Inward processing,Electricity,Yes
492,7214.91,Steel product (7214.91),Saudi Arabia,814.24,295220.26,23.1,Sea,Transit,Steel,Yes
493,7606.12,Aluminium product (7606.12),Egypt,1617.61,1044143.54,53.26,Rail,Free circulation,Aluminium,Yes
494,7606.12,Aluminium product (7606.12),China,876.81,597626.89,8.07,Sea,Temporary admission,Aluminium,Yes
495,2523.29,Cement product (2523.29),USA,1093.53,168122.72,17.89,Air,Transit,Cement,Yes
496,2523.21,Cement product (2523.21),USA,739.26,301257.51,21.69,Road,Free circulation,Cement,Yes
497,2523.21,Cement product (2523.21),Brazil,783.23,345914.2,10.43,Rail,Temporary admission,Cement,Yes
498,2716.00,Electricity product (2716.00),India,752.77,224118.64,5.69,Rail,Transit,Electricity,Yes
499,2523.90,Cement product (2523.90),Egypt,1210.86,707551.9,32.31,Road,Transit,Cement,Yes
500,2804.10,Hydrogen product (2804.10),Saudi Arabia,932.35,370013.13,32.83,Rail,Temporary admission,Hydrogen,Yes
501,7601.10,Aluminium product (7601.10),Egypt,1042.97,481297.51,6.15,Road,Temporary admission,Aluminium,Yes
502,2523.21,Cement product (2523.21),Egypt,689.08,273652.38,13.06,Air,Inward processing,Cement,Yes
503,2716.00,Electricity product (2716.00),China,1164.54,578591.98,30.6,Air,Free circulation,Electricity,Yes
504,2523.29,Cement product (2523.29),Brazil,1532.12,1039452.61,46.17,Rail,Free circulation,Cement,Yes
505,2804.10,Hydrogen product (2804.10),Brazil,1911.49,309376.91,22.66,Road,Inward processing,Hydrogen,Yes
506,2523.90,Cement product (2523.90),Ukraine,25.05,14300.01,0.91,Air,Free circulation,Cement,Yes
507,2716.00,Electricity product (2716.00),Russia,494.53,372169.66,3.52,Rail,Inward processing,Electricity,Yes
508,7601.20,Aluminium product (7601.20),Turkey,1869.53,707719.46,15.98,Road,Free circulation,Aluminium,Yes
509,7214.91,Steel product (7214.91),Turkey,976.88,309577.93,14.62,Road,Inward processing,Steel,Yes
510,7207.20,Steel product (7207.20),Saudi Arabia,621.51,417634.11,14.84,Rail,Transit,Steel,Yes
511,2804.10,Hydrogen product (2804.10),Russia,629.5,344158.33,18.93,Sea,Inward processing,Hydrogen,Yes
512,7208.39,Steel product (7208.39),Turkey,552.52,231399.2,5.12,Air,Free circulation,Steel,Yes
513,2804.10,Hydrogen product (2804.10),USA,370.49,219599.28,4.21,Sea,Free circulation,Hydrogen,Yes
514,2804.10,Hydrogen product (2804.10),South Africa,1055.08,644527.34,9.22,Road,Transit,Hydrogen,Yes
515,7606.12,Aluminium product (7606.12),Russia,1138.95,360780.42,44.08,Rail,Free circulation,Aluminium,Yes
516,7207.20,Steel product (7207.20),Brazil,972.26,655201.31,23.59,Rail,Transit,Steel,Yes
517,2523.90,Cement product (2523.90),Turkey,96.39,54127.65,3.69,Sea,Inward processing,Cement,Yes
518,2716.00,Electricity product (2716.00),China,1207.21,823887.94,43.4,Rail,Transit,Electricity,Yes
519,3102.60,Fertiliser product (3102.60),Russia,463.88,133518.18,12.24,Sea,Free circulation,Fertiliser,Yes
520,2523.29,Cement product (2523.29),India,827.95,576178.56,30.22,Rail,Temporary admission,Cement,Yes
521,7606.12,Aluminium product (7606.12),Saudi Arabia,713.31,216821.89,23.05,Road,Transit,Aluminium,Yes
522,2716.00,Electricity product (2716.00),China,556.86,381281.66,11.04,Sea,Free circulation,Electricity,Yes
523,3102.30,Fertiliser product (3102.30),Brazil,1338.42,283876.14,35.92,Road,Temporary admission,Fertiliser,Yes
524,7606.12,Aluminium product (7606.12),Egypt,909.02,482958.24,9.89,Road,Transit,Aluminium,Yes
525,2523.90,Cement product (2523.90),Brazil,1476.38,1049437.63,18.58,Road,Inward processing,Cement,Yes
526,2716.00,Electricity product (2716.00),Saudi Arabia,200.47,33150.74,5.51,Road,Transit,Electricity,Yes
527,2804.10,Hydrogen product (2804.10),South Africa,1218.12,615580.98,15.98,Air,Free circulation,Hydrogen,Yes
528,2804.10,Hydrogen product (2804.10),USA,787.9,422637.14,17.64,Road,Free circulation,Hydrogen,Yes
529,2804.10,Hydrogen product (2804.10),Egypt,1975.69,471569.23,57.95,Sea,Temporary admission,Hydrogen,Yes
530,3102.30,Fertiliser product (3102.30),USA,814.59,348913.13,24.53,Sea,Temporary admission,Fertiliser,Yes
531,2804.10,Hydrogen product (2804.10),Ukraine,1387.95,1102471.44,13.18,Sea,Transit,Hydrogen,Yes
532,2523.21,Cement product (2523.21),South Africa,217.18,134829.74,5.48,Sea,Temporary admission,Cement,Yes
533,7601.20,Aluminium product (7601.20),Egypt,555.58,112017.48,4.44,Sea,Temporary admission,Aluminium,Yes
534,3102.10,Fertiliser product (3102.10),USA,1789.44,491583.79,29.2,Rail,Free circulation,Fertiliser,Yes
535,2716.00,Electricity product (2716.00),South Africa,461.05,175543.68,3.43,Air,Temporary admission,Electricity,Yes
536,2804.10,Hydrogen product (2804.10),India,1042.93,202274.36,34.43,Air,Inward processing,Hydrogen,Yes
537,2523.29,Cement product (2523.29),South Africa,475.09,238023.77,17.01,Road,Transit,Cement,Yes
538,7214.91,Steel product (7214.91),Egypt,1305.25,647955.55,21.34,Rail,Temporary admission,Steel,Yes
539,2716.00,Electricity product (2716.00),India,672.67,393623.96,26.77,Road,Temporary admission,Electricity,Yes
540,2523.29,Cement product (2523.29),Russia,1327.06,680196.84,40.57,Air,Transit,Cement,Yes
541,7207.20,Steel product (7207.20),Brazil,935.76,176945.22,23.09,Air,Inward processing,Steel,Yes
542,7601.10,Aluminium product (7601.10),India,1915.67,505635.18,55.84,Sea,Inward processing,Aluminium,Yes
543,7214.91,Steel product (7214.91),Brazil,409.86,204228.32,3.44,Road,Transit,Steel,Yes
544,2523.21,Cement product (2523.21),Russia,906.24,581358.55,15.56,Air,Transit,Cement,Yes
545,2804.10,Hydrogen product (2804.10),India,1333.17,889281.02,49.93,Road,Transit,Hydrogen,Yes
546,2716.00,Electricity product (2716.00),India,476.94,195333.33,4.93,Road,Transit,Electricity,Yes
547,7601.20,Aluminium product (7601.20),Ukraine,1985.04,1493843.1,47.44,Sea,Inward processing,Aluminium,Yes
548,2523.21,Cement product (2523.21),Turkey,1685.65,823646.83,45.22,Sea,Free circulation,Cement,Yes
549,7606.12,Aluminium product (7606.12),Brazil,187.36,120083.85,1.77,Rail,Transit,Aluminium,Yes
550,3102.30,Fertiliser product (3102.30),China,1653.87,1088772.82,49.3,Sea,Inward processing,Fertiliser,Yes
551,3102.60,Fertiliser product (3102.60),Ukraine,81.96,28442.86,1.16,Sea,Temporary admission,Fertiliser,Yes
552,3102.10,Fertiliser product (3102.10),Russia,726.67,150397.28,27.46,Air,Temporary admission,Fertiliser,Yes
553,2523.90,Cement product (2523.90),Saudi Arabia,1112.07,387657.37,21.01,Sea,Inward processing,Cement,Yes
554,7207.20,Steel product (7207.20),South Africa,899.93,486309.86,20.74,Rail,Transit,Steel,Yes
555,7214.91,Steel product (7214.91),India,1839.59,870174.38,73.08,Road,Free circulation,Steel,Yes
556,3102.60,Fertiliser product (3102.60),Russia,1704.34,486643.33,64.03,Air,Inward processing,Fertiliser,Yes
557,2716.00,Electricity product (2716.00),India,241.57,164591.86,4.43,Sea,Inward processing,Electricity,Yes
558,2716.00,Electricity product (2716.00),Russia,1757.17,1255035.56,58.35,Sea,Inward processing,Electricity,Yes
559,2523.29,Cement product (2523.29),India,1582.16,550657.25,12.39,Air,Inward processing,Cement,Yes
560,2716.00,Electricity product (2716.00),Russia,811.93,213367.84,23.81,Sea,Inward processing,Electricity,Yes
561,2804.10,Hydrogen product (2804.10),South Africa,698.74,547914.62,19.17,Rail,Free circulation,Hydrogen,Yes
562,7214.91,Steel product (7214.91),Russia,1646.74,388862.89,57.92,Air,Free circulation,Steel,Yes
563,2523.21,Cement product (2523.21),South Africa,1846.29,861460.91,48.41,Air,Free circulation,Cement,Yes
564,2804.10,Hydrogen product (2804.10),Egypt,1531.97,403896.4,34.61,Air,Transit,Hydrogen,Yes
565,2804.10,Hydrogen product (2804.10),Ukraine,803.34,196933.25,14.35,Rail,Transit,Hydrogen,Yes
566,2523.29,Cement product (2523.29),Turkey,145.66,24292.85,1.42,Road,Inward processing,Cement,Yes
567,3102.10,Fertiliser product (3102.10),South Africa,1926.6,977160.34,74.76,Road,Free circulation,Fertiliser,Yes
568,7601.10,Aluminium product (7601.10),Turkey,870.67,307068.32,19.78,Road,Temporary admission,Aluminium,Yes
569,2523.29,Cement product (2523.29),South Africa,884.63,193452.7,24.26,Road,Transit,Cement,Yes
570,2716.00,Electricity product (2716.00),China,439.92,243157.94,12.21,Road,Free circulation,Electricity,Yes
571,3102.60,Fertiliser product (3102.60),USA,312.53,59342.34,10.1,Air,Inward processing,Fertiliser,Yes
572,7601.20,Aluminium product (7601.20),Ukraine,925.0,173720.98,36.83,Road,Temporary admission,Aluminium,Yes
573,2523.90,Cement product (2523.90),China,124.98,75209.58,4.93,Sea,Transit,Cement,Yes
574,3102.10,Fertiliser product (3102.10),Ukraine,485.97,117829.3,4.49,Rail,Temporary admission,Fertiliser,Yes
575,7601.20,Aluminium product (7601.20),USA,613.52,132323.86,17.93,Air,Transit,Aluminium,Yes
576,2804.10,Hydrogen product (2804.10),China,133.96,64451.42,5.34,Air,Temporary admission,Hydrogen,Yes
577,2716.00,Electricity product (2716.00),USA,1629.8,896215.02,25.62,Air,Temporary admission,Electricity,Yes
578,2804.10,Hydrogen product (2804.10),India,1251.55,616484.68,24.92,Air,Free circulation,Hydrogen,Yes
579,2804.10,Hydrogen product (2804.10),Ukraine,270.11,196178.93,5.6,Air,Inward processing,Hydrogen,Yes
580,2804.10,Hydrogen product (2804.10),Egypt,397.3,154567.01,7.75,Road,Free circulation,Hydrogen,Yes
581,2716.00,Electricity product (2716.00),Turkey,1656.8,1038564.0,52.89,Road,Inward processing,Electricity,Yes
582,3102.60,Fertiliser product (3102.60),USA,31.95,13434.98,0.7,Sea,Temporary admission,Fertiliser,Yes
583,7214.91,Steel product (7214.91),Ukraine,48.19,15366.76,1.52,Sea,Free circulation,Steel,Yes
584,3102.10,Fertiliser product (3102.10),Saudi Arabia,282.85,140845.61,3.54,Air,Temporary admission,Fertiliser,Yes
585,7601.10,Aluminium product (7601.10),Russia,34.12,10467.37,1.34,Sea,Transit,Aluminium,Yes
586,2523.21,Cement product (2523.21),Brazil,1605.06,1241874.76,35.43,Rail,Free circulation,Cement,Yes
587,3102.60,Fertiliser product (3102.60),Turkey,228.38,115599.94,4.77,Road,Temporary admission,Fertiliser,Yes
588,3102.10,Fertiliser product (3102.10),Brazil,1690.27,361301.43,37.34,Sea,Inward processing,Fertiliser,Yes
589,3102.10,Fertiliser product (3102.10),USA,308.6,111416.74,9.51,Sea,Inward processing,Fertiliser,Yes
590,7208.39,Steel product (7208.39),India,957.28,377481.72,18.0,Air,Inward processing,Steel,Yes
591,2523.90,Cement product (2523.90),USA,924.3,610279.01,33.48,Air,Free circulation,Cement,Yes
592,3102.60,Fertiliser product (3102.60),Ukraine,1911.12,1264181.42,30.65,Air,Temporary admission,Fertiliser,Yes
593,3102.60,Fertiliser product (3102.60),South Africa,1379.39,599264.99,19.19,Sea,Free circulation,Fertiliser,Yes
594,3102.60,Fertiliser product (3102.60),India,1683.33,294544.25,61.55,Air,Transit,Fertiliser,Yes
595,7214.91,Steel product (7214.91),USA,928.34,523751.75,26.07,Sea,Inward processing,Steel,Yes
596,2523.21,Cement product (2523.21),Egypt,1791.28,1009986.88,47.45,Road,Free circulation,Cement,Yes
597,7208.39,Steel product (7208.39),USA,142.64,69460.72,1.46,Sea,Inward processing,Steel,Yes
598,7208.39,Steel product (7208.39),Brazil,1477.49,713545.3,42.56,Sea,Free circulation,Steel,Yes
599,7214.91,Steel product (7214.91),Brazil,92.93,19061.32,2.79,Air,Transit,Steel,Yes
600,2716.00,Electricity product (2716.00),USA,153.45,30124.82,0.83,Sea,Temporary admission,Electricity,Yes
601,2804.10,Hydrogen product (2804.10),South Africa,1913.44,1204281.7,33.22,Sea,Temporary admission,Hydrogen,Yes
602,2804.10,Hydrogen product (2804.10),China,600.11,226425.76,19.27,Road,Free circulation,Hydrogen,Yes
603,2804.10,Hydrogen product (2804.10),Ukraine,1326.13,358555.21,14.71,Air,Inward processing,Hydrogen,Yes
604,2716.00,Electricity product (2716.00),China,205.81,119204.49,6.54,Road,Temporary admission,Electricity,Yes
605,7207.20,Steel product (7207.20),South Africa,537.44,87932.83,4.23,Rail,Transit,Steel,Yes
606,7606.12,Aluminium product (7606.12),USA,1936.04,662201.39,61.8,Road,Free circulation,Aluminium,Yes
607,2523.90,Cement product (2523.90),USA,1253.08,499052.6,15.29,Air,Free circulation,Cement,Yes
608,2716.00,Electricity product (2716.00),Russia,251.56,138297.23,8.08,Sea,Transit,Electricity,Yes
609,2523.90,Cement product (2523.90),Egypt,1291.37,638836.07,8.35,Road,Inward processing,Cement,Yes
610,7601.10,Aluminium product (7601.10),South Africa,1937.29,1296365.16,29.54,Air,Inward processing,Aluminium,Yes
611,2804.10,Hydrogen product (2804.10),South Africa,1960.14,1060872.92,49.76,Sea,Free circulation,Hydrogen,Yes
612,2716.00,Electricity product (2716.00),China,1498.67,1015574.27,41.93,Road,Temporary admission,Electricity,Yes
613,2716.00,Electricity product (2716.00),China,264.91,97983.29,9.93,Sea,Inward processing,Electricity,Yes
614,2716.00,Electricity product (2716.00),USA,456.99,179098.3,9.2,Air,Free circulation,Electricity,Yes
615,2716.00,Electricity product (2716.00),Saudi Arabia,884.42,485025.42,33.61,Rail,Transit,Electricity,Yes
616,2804.10,Hydrogen product (2804.10),Turkey,488.98,111964.63,5.82,Sea,Transit,Hydrogen,Yes
617,2716.00,Electricity product (2716.00),Ukraine,1774.98,1011342.83,26.64,Rail,Transit,Electricity,Yes
618,2523.90,Cement product (2523.90),China,1633.73,1159769.4,56.57,Rail,Free circulation,Cement,Yes
619,2716.00,Electricity product (2716.00),Russia,1838.66,577259.56,57.78,Road,Free circulation,Electricity,Yes
620,7208.39,Steel product (7208.39),Saudi Arabia,926.47,646026.66,28.25,Road,Transit,Steel,Yes
621,2804.10,Hydrogen product (2804.10),India,1555.13,896540.52,17.43,Road,Transit,Hydrogen,Yes
622,2716.00,Electricity product (2716.00),South Africa,1094.6,864772.67,41.39,Sea,Free circulation,Electricity,Yes
623,2523.29,Cement product (2523.29),Russia,95.92,24663.87,0.92,Air,Free circulation,Cement,Yes
624,3102.60,Fertiliser product (3102.60),Turkey,1454.7,991466.01,18.14,Air,Transit,Fertiliser,Yes
625,2523.90,Cement product (2523.90),Ukraine,1016.65,708052.98,31.16,Sea,Free circulation,Cement,Yes
626,7601.10,Aluminium product (7601.10),USA,1089.05,581254.3,24.82,Sea,Transit,Aluminium,Yes
627,2716.00,Electricity product (2716.00),Egypt,602.12,311455.18,17.53,Rail,Temporary admission,Electricity,Yes
628,2523.29,Cement product (2523.29),Brazil,1747.91,985103.51,55.3,Air,Transit,Cement,Yes
629,2716.00,Electricity product (2716.00),South Africa,328.54,147847.06,1.75,Air,Inward processing,Electricity,Yes
630,3102.30,Fertiliser product (3102.30),China,500.89,311653.82,19.89,Rail,Inward processing,Fertiliser,Yes
631,3102.30,Fertiliser product (3102.30),USA,207.36,85219.01,6.84,Air,Temporary admission,Fertiliser,Yes
632,7601.10,Aluminium product (7601.10),Ukraine,416.03,212510.29,12.75,Rail,Transit,Aluminium,Yes
633,7214.91,Steel product (7214.91),Russia,1235.81,336407.35,21.55,Air,Free circulation,Steel,Yes
634,7606.12,Aluminium product (7606.12),Egypt,1569.75,800960.6,8.14,Rail,Temporary admission,Aluminium,Yes
635,2523.90,Cement product (2523.90),India,1524.37,263643.42,47.41,Rail,Transit,Cement,Yes
636,3102.10,Fertiliser product (3102.10),South Africa,412.94,319098.46,7.38,Air,Temporary admission,Fertiliser,Yes
637,7601.20,Aluminium product (7601.20),Turkey,660.59,163018.57,10.37,Air,Temporary admission,Aluminium,Yes
638,2523.29,Cement product (2523.29),USA,1754.54,1399451.49,31.39,Road,Transit,Cement,Yes
639,7207.20,Steel product (7207.20),Turkey,902.74,559108.51,32.51,Sea,Inward processing,Steel,Yes
640,7214.91,Steel product (7214.91),Saudi Arabia,1190.16,481409.85,23.14,Sea,Inward processing,Steel,Yes
641,2804.10,Hydrogen product (2804.10),South Africa,1394.28,212058.65,37.21,Road,Inward processing,Hydrogen,Yes
642,2716.00,Electricity product (2716.00),Brazil,717.43,477972.14,5.92,Road,Free circulation,Electricity,Yes
643,7606.12,Aluminium product (7606.12),South Africa,1180.52,546146.78,32.44,Rail,Free circulation,Aluminium,Yes
644,2804.10,Hydrogen product (2804.10),Russia,139.06,73283.15,3.43,Rail,Temporary admission,Hydrogen,Yes
645,7606.12,Aluminium product (7606.12),USA,1125.71,610435.37,32.28,Sea,Transit,Aluminium,Yes
646,7606.12,Aluminium product (7606.12),India,1611.93,524495.37,54.61,Rail,Free circulation,Aluminium,Yes
647,7601.20,Aluminium product (7601.20),Turkey,1001.53,200394.02,7.06,Sea,Free circulation,Aluminium,Yes
648,7208.39,Steel product (7208.39),Russia,675.13,445709.37,20.1,Air,Inward processing,Steel,Yes
649,7208.39,Steel product (7208.39),USA,1579.34,767914.41,32.23,Rail,Free circulation,Steel,Yes
650,7601.10,Aluminium product (7601.10),Russia,303.43,110243.79,6.13,Road,Free circulation,Aluminium,Yes
651,7208.39,Steel product (7208.39),China,186.31,54662.94,4.83,Sea,Free circulation,Steel,Yes
652,2804.10,Hydrogen product (2804.10),South Africa,1473.97,1177592.78,55.51,Rail,Free circulation,Hydrogen,Yes
653,2804.10,Hydrogen product (2804.10),Russia,1288.7,546165.54,35.14,Sea,Temporary admission,Hydrogen,Yes
654,7214.91,Steel product (7214.91),Russia,1573.45,357044.95,30.44,Road,Free circulation,Steel,Yes
655,7214.91,Steel product (7214.91),India,1681.21,671628.97,42.06,Air,Temporary admission,Steel,Yes
656,7208.39,Steel product (7208.39),Saudi Arabia,1179.66,318401.52,20.85,Sea,Temporary admission,Steel,Yes
657,2716.00,Electricity product (2716.00),Brazil,675.68,112857.38,3.95,Air,Transit,Electricity,Yes
658,7208.39,Steel product (7208.39),Russia,1665.08,545307.08,38.52,Air,Free circulation,Steel,Yes
659,2716.00,Electricity product (2716.00),South Africa,604.46,460260.93,8.51,Sea,Inward processing,Electricity,Yes
660,7214.91,Steel product (7214.91),South Africa,865.02,620456.93,29.82,Sea,Transit,Steel,Yes
661,7601.20,Aluminium product (7601.20),Brazil,380.34,255481.28,8.0,Sea,Inward processing,Aluminium,Yes
662,3102.10,Fertiliser product (3102.10),Brazil,971.11,229921.93,7.6,Air,Temporary admission,Fertiliser,Yes
663,7207.20,Steel product (7207.20),South Africa,1458.6,689479.85,29.59,Sea,Transit,Steel,Yes
664,2523.29,Cement product (2523.29),Turkey,1461.72,946585.58,15.44,Rail,Transit,Cement,Yes
665,7601.20,Aluminium product (7601.20),South Africa,1224.35,291371.0,38.32,Road,Inward processing,Aluminium,Yes
666,7214.91,Steel product (7214.91),USA,1317.34,1016722.36,9.77,Air,Temporary admission,Steel,Yes
667,2523.29,Cement product (2523.29),South Africa,123.54,41190.9,1.75,Air,Free circulation,Cement,Yes
668,2716.00,Electricity product (2716.00),India,501.49,370633.95,6.89,Road,Free circulation,Electricity,Yes
669,3102.30,Fertiliser product (3102.30),Russia,551.18,354744.34,11.43,Air,Transit,Fertiliser,Yes
670,2523.21,Cement product (2523.21),Ukraine,1555.65,299443.96,34.33,Air,Temporary admission,Cement,Yes
671,7601.10,Aluminium product (7601.10),Saudi Arabia,76.89,14664.81,2.82,Sea,Free circulation,Aluminium,Yes
672,2523.90,Cement product (2523.90),Russia,287.1,142422.69,5.57,Road,Transit,Cement,Yes
673,2804.10,Hydrogen product (2804.10),Egypt,701.21,515313.39,4.04,Sea,Inward processing,Hydrogen,Yes
674,2523.21,Cement product (2523.21),USA,1330.94,1033084.12,32.75,Road,Transit,Cement,Yes
675,7601.20,Aluminium product (7601.20),Brazil,1874.28,344806.83,36.84,Road,Transit,Aluminium,Yes
676,2804.10,Hydrogen product (2804.10),Ukraine,527.71,329836.5,20.76,Rail,Free circulation,Hydrogen,Yes
677,2804.10,Hydrogen product (2804.10),India,520.49,299392.87,6.21,Sea,Free circulation,Hydrogen,Yes
678,7214.91,Steel product (7214.91),USA,1135.01,512520.71,44.29,Air,Transit,Steel,Yes
679,7208.39,Steel product (7208.39),Saudi Arabia,1220.97,460524.42,10.98,Air,Transit,Steel,Yes
680,2523.21,Cement product (2523.21),Ukraine,310.98,92191.89,4.29,Sea,Transit,Cement,Yes
681,7601.20,Aluminium product (7601.20),Turkey,1702.73,876556.57,39.71,Sea,Temporary admission,Aluminium,Yes
682,2523.90,Cement product (2523.90),Russia,238.39,169040.16,7.22,Sea,Temporary admission,Cement,Yes
683,7601.10,Aluminium product (7601.10),Russia,144.66,88256.03,3.48,Air,Temporary admission,Aluminium,Yes
684,3102.10,Fertiliser product (3102.10),India,172.63,77320.19,3.79,Rail,Inward processing,Fertiliser,Yes
685,2804.10,Hydrogen product (2804.10),South Africa,339.89,259915.17,11.81,Road,Inward processing,Hydrogen,Yes
686,7601.20,Aluminium product (7601.20),Ukraine,1341.35,604267.6,26.04,Sea,Temporary admission,Aluminium,Yes
687,2804.10,Hydrogen product (2804.10),USA,1305.44,658634.58,9.37,Road,Inward processing,Hydrogen,Yes
688,3102.60,Fertiliser product (3102.60),Ukraine,1029.88,694306.32,21.7,Sea,Inward processing,Fertiliser,Yes
689,2804.10,Hydrogen product (2804.10),Egypt,113.39,74959.96,1.37,Rail,Inward processing,Hydrogen,Yes
690,2804.10,Hydrogen product (2804.10),Ukraine,524.66,134868.64,8.69,Rail,Transit,Hydrogen,Yes
691,7601.20,Aluminium product (7601.20),Brazil,1515.94,739173.57,18.45,Sea,Inward processing,Aluminium,Yes
692,7601.10,Aluminium product (7601.10),India,1756.88,1267989.85,62.32,Road,Temporary admission,Aluminium,Yes
693,7207.20,Steel product (7207.20),India,485.2,215091.86,19.15,Sea,Inward processing,Steel,Yes
694,2523.29,Cement product (2523.29),Brazil,1546.3,259250.84,11.26,Rail,Inward processing,Cement,Yes
695,2523.90,Cement product (2523.90),Brazil,933.22,691509.61,22.26,Rail,Temporary admission,Cement,Yes
696,7214.91,Steel product (7214.91),Brazil,1000.65,218699.97,28.01,Air,Transit,Steel,Yes
697,7214.91,Steel product (7214.91),Saudi Arabia,1645.99,653907.39,52.91,Sea,Transit,Steel,Yes
698,3102.30,Fertiliser product (3102.30),India,1929.31,544930.13,44.98,Rail,Inward processing,Fertiliser,Yes
699,7207.20,Steel product (7207.20),India,581.4,386837.61,14.66,Sea,Free circulation,Steel,Yes
700,7208.39,Steel product (7208.39),Turkey,1272.82,851063.72,24.0,Rail,Free circulation,Steel,Yes
701,7208.39,Steel product (7208.39),China,1831.03,909049.2,19.28,Rail,Temporary admission,Steel,Yes
702,3102.10,Fertiliser product (3102.10),Turkey,1394.84,928433.23,22.44,Road,Temporary admission,Fertiliser,Yes
703,2523.21,Cement product (2523.21),South Africa,1715.79,1267957.0,25.21,Sea,Transit,Cement,Yes
704,2716.00,Electricity product (2716.00),Turkey,1967.21,475007.43,23.75,Air,Temporary admission,Electricity,Yes
705,2716.00,Electricity product (2716.00),Saudi Arabia,376.61,275337.05,10.51,Sea,Transit,Electricity,Yes
706,2523.90,Cement product (2523.90),Turkey,312.69,136398.57,8.3,Sea,Temporary admission,Cement,Yes
707,3102.30,Fertiliser product (3102.30),Turkey,176.09,127413.55,5.83,Rail,Inward processing,Fertiliser,Yes
708,7601.20,Aluminium product (7601.20),Egypt,1015.36,790592.09,19.92,Rail,Free circulation,Aluminium,Yes
709,7207.20,Steel product (7207.20),South Africa,1968.38,1149825.24,53.57,Sea,Inward processing,Steel,Yes
710,2804.10,Hydrogen product (2804.10),Turkey,340.25,246086.85,6.79,Rail,Temporary admission,Hydrogen,Yes
711,7208.39,Steel product (7208.39),India,332.84,52653.59,8.19,Air,Transit,Steel,Yes
712,2804.10,Hydrogen product (2804.10),South Africa,1059.53,654344.38,38.31,Rail,Inward processing,Hydrogen,Yes
713,7207.20,Steel product (7207.20),USA,168.02,105091.93,1.94,Rail,Temporary admission,Steel,Yes
